Full Text	GPT-4 Summary	GPT-4 Title
The advent of genomics, that is, of experimental methods that simultaneously measure the abundance of thousands of cellular components, has recently enabled biologists to investigate the structure and organization of molecular networks in detail. Making use of the mathematical concepts of graph theory, such investigations have revealed connection patterns among molecular components that put the picture of neatly separated pathways into question (e.g. Strogatz 2001; Barabási and Oltvai 2004). In particular, it has been shown that many biological networks exhibit so-called scale-free architecture, which means that most nodes have only very few links, while there are a few nodes, called “hubs”, that are highly connected. Scale-free networks are typically robust to a wide range of perturbations because these are likely to affect only the lesser connected nodes, thereby leaving the overall network largely intact. Perturbations affecting hubs, however, are thought to have dramatic consequences for network behavior. In line with this idea, Jørgensen and Linding (2010) argue in a review article called Simplistic pathways or complex networks? that cellular organization is based on networks and that diseases such as cancer should not be understood in terms of perturbed pathways, but rather in terms of “rewired” networks.	Genomics, which measures the abundance of numerous cellular components simultaneously, allows for detailed examination of molecular networks. Employing graph theory concepts, it's found that these networks often exhibit 'scale-free' architecture—most nodes have few links, with a few highly connected 'hubs'. This architecture is robust to perturbations unless they affect the hubs, significantly impacting network behavior. Hence, diseases like cancer are suggested to be understood not in terms of disrupted pathways, but 'rewired' networks.	Biological Complexity as Networks
At first glance the network perspective seems to provide a very different take on biological complexity. While the pathway perspective restricts the amount of relevant molecular interactions to a manageable number and implies that it is possible to separate functionality within the system, the network perspective allows for widespread interaction. For this reason the basic strategies of structural decomposition and functional localization (Bechtel and Richardson 2010) are not easily applicable to such networks (Green et al. 2018). To reduce epistemic complexity, alternative heuristic strategies are required, such as the strategy of decomposing large networks into smaller “network motifs” (e.g. Alon 2020).	Biological complexity viewed through the network perspective implies more interactions, increasing complexity. To manage this, we decompose larger networks into smaller "network motifs".	Networks vs. Pathways
At the level of ontic complexity, however, it is important to see that many varieties of the network perspective mainly involve a quantitative, and not necessarily a qualitative difference in complexity. In particular, many discussions of network organization are framed in terms of the same metaphor of communication that underlies the pathway perspective. Jørgensen and Linding, for example, write: "Cellular signaling networks are information processing systems. They receive, interpret, correct and transmit or propagate input cues to other control layers in the cell, ultimately altering cell behavior or processes (...). Cellular signaling is in many aspects identical to a general communication system (...) where a message (signal) needs to be transferred to a recipient." (Jørgensen and Linding 2010, p. 15)	While network perspective suggests quantitative difference in complexity, the qualitative complexity might not change substantially. The language used to describe these networks, often likening them to communication systems, reflects a similar qualitative approach as the pathway perspective.	Ontic Complexity in Networks
This description suggests that biological networks share many properties with designed electronic circuits. Each component plays a very specific role that contributes to the overall performance of the signaling system. Non-sequential organization is thought to arise a consequence of the fact that biological systems are exposed to noise because “as error correction becomes important (...) a nonlinear, branched and more complex network is required” (Jørgensen and Linding 2010, p. 15). Thus, the resulting view of complexity is still mechanical in the sense that it relies on the ordered interaction and tight control of the system components. Disorder (“noise”) is not playing a constructive role in this picture, but is rather an undesirable factor that the mechanism needs to be protected from. The main difference to the pathway perspective lies in the fact that the behavior of the cell is not conceptualized as easily decomposable into the sum of the activities of isolated modules. Yet, in line with the pathway perspective, the mechanism (in this case the network as a whole) is thought of as similar in complexity as the cellular behavior to be explained.	Despite the increased complexity, network perspective is still mechanical, like pathway perspective. Noise is seen as undesirable, and though components interact in a non-linear, complex network, it's still tightly controlled, mirroring the cellular behavior it explains. Thus, the complexity still aligns with our mechanistic understanding.	Mechanical Complexity in Networks
This idea of “mechanical network complexity” goes along with a particular perspective on the evolution of biological networks, according to which the details of their organization have to a large degree been determined by natural selection. This perspective is well illustrated by the strategy of network motifs, which consists in the quantitative comparison of the structure of an actual biological network to a class of similar but randomly connected networks in order to discover biologically meaningful patterns (Alon 2020). The underlying assumption of this approach is that among the myriad of possible network topologies that are consistent with the general chemical composition of a cell, the real biological networks are found in a vanishingly small subset. In other words, real networks are topologically special and the ensemble that characterizes their relevant features is relatively small. As we have seen, this means that they have high effective complexity, which is consistent with mechanical complexity if we consider network topology as part of the explanans of cellular behavior.	Biological networks' detailed organization is thought to be largely determined by natural selection. This aligns with the idea of "network motifs" which implies that among countless possible network structures, the actual ones are topologically unique and special. Thus, they possess high effective complexity, reinforcing the concept of mechanical complexity.	Mechanical Network Complexity and Evolution
In summary, while the network perspective suggests a considerable increase in the degree of complexity when compared to the pathway picture, it does not necessarily leave the familiar terrain of mechanical complexity.	In essence, while the network perspective increases perceived complexity compared to the pathway approach, it still operates within the bounds of mechanical complexity.	Netword and Mechanical Complexity
The attractor perspective		
A more radically different view of network complexity goes back to the early work of Stuart Kauffman. The basic idea is that many aspects of cellular phenomena, such as differentiation and plasticity, do not depend on the minute details of underlying molecular processes, but can instead be explained in terms of “generic” properties of large networks.	The notion proposed by Stuart Kauffman suggests that many cellular phenomena like differentiation and plasticity aren't dependent on specific molecular processes, but can be explained through the properties of large networks.	Exploring Kauffman's Theory: Cellular Processes as Large Network Properties
Originally, Kauffman, who began working on these ideas in the 1960s, thought that this was the only expedient strategy for gaining an understanding of certain biological processes given the knowledge available at the time. His key idea was to tentatively interpret the dynamics of living systems as guided by what Weaver called “disorganized complexity”. Just like theoretical physicists had been able to master the apparent complexity of large disordered systems, one might be able to find conceptual tools to reduce the apparent complexity of large biological systems. In line with this strategy, Kauffman referred to his strategy as an “ensemble approach”, adopting this terminology from statistical mechanics.	Kauffman saw disorganized complexity as a way to understand large biological systems. Drawing inspiration from theoretical physics, he proposed that new conceptual tools could be developed to reduce the perceived complexity of these systems. He termed this the "ensemble approach." 	Kauffman's Strategy for Biological Complexity
By studying simple network models, Kauffman found some of their properties reminiscent of the behavior of biological cells. The networks he investigated were randomly generated Boolean networks with nodes representing genes that have only two different states: “on” and “off”. The dynamics of these networks unfold as the states of all genes are updated in successive discrete time steps. The state of a gene at a given time point is determined by the states of a set of “input genes” at the preceding time point, which can be interpreted as a set of transcription factors regulating the activity of a common target gene. Since a system defined in this way is deterministic and has a finite number of possible states, it will unavoidably return to a state that it has already previously passed and from then on repeat the same sequence, or cycle. In most networks Kauffman found a surprisingly small number of cycles compared to what would have been combinatorially possible. Moreover, the cycles tended to be relatively short. He interpreted them as corresponding to the different “cell types” that can be exhibited by genetically identical cells. Extrapolating from the relationship between the size of the network and the number of cycles obtained from his simulations, he was able to derive reasonable estimates for the number of different cell types in various species of multicellular organisms (Kauffman 1969).	Kauffman created Boolean network models with nodes representing genes in either "on" or "off" states. These networks had deterministic and finite states, leading to inevitable repetition of states. Despite the large combinatorial possibilities, most networks displayed a small number of short cycles, which Kauffman interpreted as corresponding to different "cell types". This approach enabled him to estimate the number of cell types in different multicellular species.	Kauffman's Boolean Network Models
More recently, Kauffman’s ideas have inspired a research program in systems biology (e.g. Huang et al. 2005). Here cellular networks are interpreted as large dynamical systems with attractor states that correspond to stable cell types. Generalizing Kauffman’s cycles, attractors are understood as generic features of a certain class of dynamical systems. Cellular phenomena such as plasticity, differentiation, or reprogramming are thought to be explainable without the need to invoke the minute details of network structure. In particular, cancer is not explained in terms of a “rewiring” of the network, but as a transition of cells into so-called “cancer attractors” (Huang et al. 2009).	In a more recent research program inspired by Kauffman's concepts, cellular networks are viewed as large dynamic systems with attractor states that represent stable cell types. Phenomena like cellular plasticity, differentiation, or reprogramming are explained without detailed reference to network structure. Even cancer is conceptualized not as a "rewiring" of the network, but as a transition into "cancer attractors".	Systems Biology Inspired by Kauffman's Ideas
Differently from the other two views presented in this section, the attractor picture may best be understood as an illustration of emergent complexity. It resembles the explanation of the behavior of a flock of birds in several respects. At the level of the explanandum we have a coherent higher level pattern (e.g. the differentiation trajectory of a cell towards its eventual fate) that is maintained even in the face of perturbations. However, this behavior is not explained in terms of tightly controlled and highly specific processes at the lower level, but is thought to follow from relatively unspecific assumptions about the activities and interactions of lower level entities.	The attractor view portrays emergent complexity where higher-level patterns persist despite disturbances, guided by generalized assumptions about lower-level interactions.	Emergent Complexity in the Attractor View
In stark contrast with the network motif approach, the attractor perspective relies on the assumption that by investigating typical members of a random collection of networks, one can get an understanding of the particular instances found in nature. This in turn presupposes that, during the process of their evolution, these networks have retained, or acquired, an essentially random structure at the large scale. Seemingly complex behaviors of biological systems might thus find an explanation that does not require uncovering all of the underlying molecular details: "There is a fundamental ontological assumption underlying [the ensemble] approach, and it is not known if that assumption is true or false. Is it the case that the genetic network in an organism, or a species, or family of species, after 3.8 billion years of natural selection and evolution, is a highly crafted, “one off” design, brilliantly tuned by selection to achieve its functions? Or might it be the case that real genetic regulatory networks are more or less “typical” members of some class, or ensemble, of networks which selection has modified to some degree? In the latter case, we may be able to gain very considerable insight into the structure, logic, and dynamics of gene regulatory networks by examining the typical, or generic properties, of ensemble members". (Kauffman 2004, p. 582) Thus, in Kauffman’s perspective we see a clear deviation from the idea of mechanical complexity. Complexity of behavior does not depend on the specific details of the underlying mechanism but partly “emerges” from underlying disorganized complexity and thus from a network that is actually relatively simple when compared to the effective complexity presumed in other approaches.	Kauffman argues that the complexity of behavior doesn't rely on specific mechanical details but emerges from an underlying disorganized complexity, implying that networks may remain relatively simple despite assumed effective complexity in other approaches.	Emergence from Disorganized Complexity
Of course I do not argue that all biologists thinking in terms of pathways are committed to mechanical complexity, and that all proponents of an attractor perspective are committed to emergent complexity. My aim in this section was to present a set of examples that are particularly clear. In practice, however, many cases are expected to lie somewhere on the spectrum between mechanical and emergent complexity (e.g. Bhalla and Iyengar 1999).	Not all biologists strictly follow either mechanical or emergent complexity. Most cases fall somewhere in between these extremes, embodying a spectrum of complexity.	Complexity Spectrum in Biology
 Conclusion 		
In this paper I have attempted to clarify the meaning of biological complexity. A better understanding is often precluded by the failure to take into account a number of conceptual distinctions. In particular, I have argued that one needs to distinguish between ontic and epistemic complexity and between the complexity of mechanisms and of phenomena. I have further argued that there are two different versions of ontic complexity, mechanical and emergent complexity, that are relevant in the context of biology and that can be understood as two ways of relating the complexity of mechanism and behavior. Drawing on the concept of “effective complexity” introduced by Gell-Mann and Lloyd, I have proposed a unifying framework that appears to work well in the context of biology and that captures the conflicting intuitions underlying mechanical and emergent complexity.	This paper clarifies biological complexity by distinguishing between ontic and epistemic complexity, and between complexity of mechanisms and phenomena. It presents two versions of ontic complexity, mechanical and emergent, relating to the complexity of mechanism and behavior. Using Gell-Mann and Lloyd's concept of "effective complexity", it proposes a unifying framework for understanding biological complexity.	Concluding Thoughts on Biological Complexity
This framework can be used to understand the differences between alternative perspectives on biological organization. As has been shown, intracellular processes are conceptualized in terms of mechanical complexity by some biologists and in terms of emergent complexity by others. These two perspectives of biological complexity can be directly related to the kinds of ensembles on which explanatory accounts are implicitly based. In Kauffman’s perspective the relevant ensemble is large and contains many apparently random networks. By contrast, in the more “conventional” network approaches, notably in the strategy of network motifs, the relevant ensemble is small in comparison, which is evident from the strategy of explicitly contrasting biologically meaningful networks with random networks. Thus, it turns out that some network approaches share an idea of mechanical complexity with the traditional picture of organization in terms of pathways.	The proposed framework helps discern between different perspectives on biological organization: mechanical complexity (typical of traditional pathways and some network approaches) and emergent complexity (found in alternative viewpoints like Kauffman's). The type of complexity depends on the ensemble of networks considered in each perspective.	Applying the Complexity Framework
Given that I have used the swarm behavior of flocks of birds and Kauffman’s idea of cellular attractor’s as paradigmatic examples, one might wonder whether spontaneous self-organization is a necessary element of emergent complexity. It seems that this would exclude cases in which there is some kind of “systemic regulation”, i.e. cases where the system as a whole imposes constraints on the parts that shape its overall behavior. Such cases of systemic control, however, are not excluded by my account of emergent complexity which invokes only the relationship between the effective complexity of the mechanism and the effective complexity of the behavior without requiring any specific organizational features. Thus, the issue is not so much about the presence or absence of control, but rather about how fine-grained the control is, if it is present. Yet, to say anything more determinate on this issue would likely require further clarification of the relevant notions of “control” and “self-organization” in this context.	The notion of emergent complexity, as exemplified by bird flock behavior or Kauffman’s cellular attractors, may suggest that spontaneous self-organization is a prerequisite. However, systemic regulation—where the system as a whole imposes constraints that shape its behavior—is also compatible with emergent complexity. The determining factor is not the existence of control, but its granularity. 	Emergent Complexity and Self-Organization
Mechanical and emergent complexity seem to be two very different ideas of complexity in biology, but I have argued that they should be understood as two extremes of a spectrum. In particular, any real system is most likely situated somewhere between these two extremes. “Perfect” mechanical complexity would entail that the mechanism under study is actually the only member of its relevant ensemble. In order to provide a satisfactory explanation, one would have to describe it down to the smallest level of detail. But it is clear that even the most “mechanical” explanation in molecular biology must involve a lot of coarse-graining and treat many details of the underlying processes as irrelevant. At the other end of the spectrum, there does not seem to be any interesting emergent complexity if there is pure disorder and no regularities at all at the level of the mechanism.	Mechanical and emergent complexity, while seemingly opposing, should be viewed as endpoints of a biological complexity spectrum. A purely mechanical explanation demands granular details, whereas true emergent complexity would not exist in pure disorder. Real systems tend to sit somewhere between these extremes.	Spectrum of Biological Complexity
My aim is not to take sides and argue that one of these versions of complexity is more relevant in biology than the other. Instead, I simply want to suggest that it is productive to think about biological complexity in terms of the more unifying framework I have proposed. This would also help us to overcome certain simplistic dichotomies, such as the idea that organisms can either be conceptualized as machines or as something completely different (cf. Nicholson 2013). My framework may also provide a helpful way of thinking about the relationship between mechanistic and so-called topological explanations, which has received considerable attention recently (e.g. Huneman 2010; Silberstein and Chemero 2013; Kostić 2018). The basic idea is that topological explanations explain by referring to structural properties at the level of the system (typically represented as a network) and “abstract away from the details of particular causal interactions” (Kostić 2018, p. 3). Similarly, Silberstein and Chemero argue that many explanations in neuroscience are based on “topological features (network architecture) of the network that are partially insensitive to and decoupled from and have a one-to-many relationship with respect to lower-level neurochemical and wiring details” (Silberstein and Chemero 2013, p. 963). But in my view this can be understood simply as a different way of saying that the relevant ensemble corresponding to the mechanism in question is large and contains many systems that greatly vary in their structural details. The larger the ensemble, the more it will seem that the relevant regularities are “abstract” and in some sense “non-mechanistic”. At the same time, as outlined before, in such scenarios there will often be an important role for mathematical tools in order to link the description of the system to the explanandum behavior. But this shouldn’t lead us to believe that we are suddenly dealing with an entirely different kind of explanation. In fact, as Huneman himself concedes: “one could also say that there is a continuum between two poles, one that consists in unraveling mechanisms without regard for any topological properties and one that is purely topological” (Huneman 2010, p. 225). The meaning of “topological properties” in this debate is often not very clear and varies between authors, but it seems plausible that in a broad sense they might be understood as precisely those properties that are used to describe the “large” ensembles figuring in explanations of systems that exhibit emergent complexity.	This unified framework of biological complexity doesn't favor mechanical or emergent views but promotes a nuanced understanding of organisms, avoiding oversimplifications like viewing them purely as machines. The framework could elucidate the relationship between mechanistic and topological explanations. Topological explanations, focusing on system-level structural properties and de-emphasizing specific causal details, can be seen as referring to large, varied ensembles, leading to more 'abstract' and 'non-mechanistic' appearances. However, these explanations, despite seeming different, lie on the same complexity spectrum, offering a continuous transition between focusing on mechanisms or topological properties.	Understanding Complexity through a Unified Framework
My framework also suggests an explication of the concept of “emergence” in biological explanations: emergence is present if the effective complexity of the behavior is high in comparison with the effective complexity of the underlying mechanism. It thus provides a clear way of interpreting the idea that “the system is more than the sum of its parts”. I do not pretend, of course, to have thereby addressed all the vexing issues that the concept of emergence raises in philosophy more generally.	The framework interprets "emergence" as high behavioral complexity relative to the underlying mechanism's complexity, echoing the idea of "the system being more than the sum of its parts."	Interpreting Emergence
As mentioned in the beginning of this article, philosophers and biologists often invoke complexity in arguments for pluralism (Mitchell 2003; Kellert et al. 2006). Based on my framework, I suggest that the soundness of such arguments will strongly depend on the version of complexity at play. Emergent complexity is related to (relatively) low complexity of mechanism and to descriptions that are so general that they may apply to very different kinds of systems. In fact this kind of “universality” is precisely one of the appeals of the idea of complexity science: "A vision shared by most researchers in complex systems is that certain intrinsic, perhaps even universal, features capture fundamental aspects of complexity in a manner that transcends specific domains” (Carlson and Doyle 2002, p. 2538). This suggests that mechanical and emergent complexity actually pull in different directions as far as the question of pluralism is concerned. Philosophers invoking complexity must therefore be very clear about the kind of complexity they are referring to in their arguments.	Complexity, when referred to in pluralism arguments, should be clearly defined. Emergent complexity is general and may apply to varied systems, implying universality, while mechanical complexity is more specific. Both types of complexity thus point to different implications for pluralism.	Complexity and Pluralism
In this article, I have mainly focused on molecular and cell biology at the expense of other important areas in which complexity plays a key role, such as developmental biology, or ecology. However, I hope that this discussion may illuminate or contribute to discussions around complexity in these other domains as well.	While the focus of this article is largely on molecular and cell biology, the discussion around complexity may also shed light on and contribute to other domains like developmental biology and ecology.	Expanding the Scope of Complexity
