Full Text	GPT-4 Summary	GPT-4 Title
It is the price of democracy that the possibilities of conscious control are restricted to the fields where true agreement exists and that in some fields things must be left to chance. But in a society which for its functioning depends on central planning this control cannot be made dependent on a majority’s being able to agree; it will often be necessary that the will of a small minority be imposed upon the people, because this minority will be the largest group able to agree among themselves on the question at issue. Democratic government has worked successfully where, and so long as, the functions of government were, by a widely accepted creed, restricted to fields where agreement among a majority could be achieved by free discussion; and it is the great merit of the liberal creed that it reduced the range of subjects on which agreement was necessary to one on which it was likely to exist in a society of free men. It is now often said that democracy will not tolerate “capitalism.” If “capitalism” means here a competitive system based on free disposal over private property, it is far more important to realize that only within this system is democracy possible. When it becomes dominated by a collectivist creed, democracy will inevitably destroy itself.	In a democratic society, conscious control is limited to areas where true agreement exists, and some things must be left to chance. However, in a centrally planned society, the will of a minority often must be imposed because they are the largest group able to agree on the issue. Democracy works best when the functions of government are limited to areas where a majority can agree through free discussion. If democracy becomes dominated by a collectivist creed, it will inevitably self-destruct.	The Limits of Democratic Control in a Planned Society
We have no intention, however, of making a fetish of democracy. It may well be true that our generation talks and thinks too much of democracy and too little of the values which it serves. It cannot be said of democracy, as Lord Acton truly said of liberty, that it “is not a means to a higher political end. It is itself the highest political end. It is not for the sake of a good public administration that it is required, but for the security in the pursuit of the highest objects of civil society, and of private life.” Democracy is essentially a means, a utilitarian device for safeguarding internal peace and individual freedom. As such it is by no means infallible or certain. Nor must we forget that there has often been much more cultural and spiritual freedom under an autocratic rule than under some democracies—and it is at least conceivable that under the government of a very homogeneous and doctrinaire majority democratic government might be as oppressive as the worst dictatorship. Our point, however, is not that dictatorship must inevitably extirpate freedom but rather that planning leads to dictatorship because dictatorship is the most effective instrument of coercion and the enforcement of ideals and, as such, essential if central planning on a large scale is to be possible. The clash between planning and democracy arises simply from the fact that the latter is an obstacle to the suppression of freedom which the direction of economic activity requires. But in so far as democracy ceases to be a guaranty of individual freedom, it may well persist in some form under a totalitarian regime. A true “dictatorship of the proletariat,” even if democratic in form, if it undertook centrally to direct the economic system, would probably destroy personal freedom as completely as any autocracy has ever done.	Democracy is fundamentally a means to safeguard internal peace and individual freedom, not an end in itself. It's not infallible and can potentially be as oppressive as a dictatorship under certain conditions. The conflict between planning and democracy arises because democracy can hinder the suppression of freedom required for economic planning. However, democracy could still exist in some form under a totalitarian regime, but if it centrally directed the economic system, it could destroy personal freedom as thoroughly as any autocracy.	Democracy as a Means, Not an End
The fashionable concentration on democracy as the main value threatened is not without danger. It is largely responsible for the misleading and unfounded belief that, so long as the ultimate source of power is the will of the majority, the power cannot be arbitrary. The false assurance which many people derive from this belief is an important cause of the general unawareness of the dangers which we face. There is no justification for the belief that, so long as power is conferred by democratic procedure, it cannot be arbitrary; the contrast suggested by this statement is altogether false: it is not the source but the limitation of power which prevents it from being arbitrary. Democratic control may prevent power from becoming arbitrary, but it does not do so by its mere existence. If democracy resolves on a task which necessarily involves the use of power which cannot be guided by fixed rules, it must become arbitrary power.	The focus on democracy as the primary value at risk can be misleading. The belief that power derived from a democratic majority cannot be arbitrary is unfounded. It's not the source of power, but its limitations, that prevent it from being arbitrary. If democracy embarks on a task requiring power that can't be guided by fixed rules, it must inevitably become arbitrary.	The Misconception of Democracy as a Safeguard Against Arbitrary Power
 PLANNING AND THE RULE OF LAW 		
Nothing distinguishes more clearly conditions in a free country from those in a country under arbitrary government than the observance in the former of the great principles known as the Rule of Law. Stripped of all technicalities, this means that government in all its actions is bound by rules fixed and announced beforehand—rules which make it possible to foresee with fair certainty how the authority will use its coercive powers in given circumstances and to plan one’s individual affairs on the basis of this knowledge.2 Though this ideal can never be perfectly achieved, since legislators as well as those to whom the administration of the law is entrusted are fallible men, the essential point, that the discretion left to the executive organs wielding coercive power should be reduced as much as possible, is clear enough. While every law restricts individual freedom to some extent by altering the means which people may use in the pursuit of their aims, under the Rule of Law the government is prevented from stultifying individual efforts by ad hoc action. Within the known rules of the game the individual is free to pursue his personal ends and desires, certain that the powers of government will not be used deliberately to frustrate his efforts.	The Rule of Law, which means that government actions are bound by pre-established rules, is a key distinction between free and arbitrary governments. These rules allow individuals to predict government actions and plan accordingly. While laws inevitably restrict individual freedom, the Rule of Law prevents the government from arbitrarily thwarting individual efforts.	The Rule of Law: A Key Distinction Between Free and Arbitrary Governments
The distinction we have drawn before between the creation of a permanent framework of laws within which the productive activity is guided by individual decisions and the direction of economic activity by a central authority is thus really a particular case of the more general distinction between the Rule of Law and arbitrary government. Under the first the government confines itself to fixing rules determining the conditions under which the available resources may be used, leaving to the individuals the decision for what ends they are to be used. Under the second the government directs the use of the means of production to particular ends. The first type of rules can be made in advance, in the shape of formal rules which do not aim at the wants and needs of particular people. They are intended to be merely instrumental in the pursuit of people’s various individual ends. And they are, or ought to be, intended for such long periods that it is impossible to know whether they will assist particular people more than others. They could almost be described as a kind of instrument of production, helping people to predict the behavior of those with whom they must collaborate, rather than as efforts toward the satisfaction of particular needs.	The distinction between a government that sets a permanent framework of laws for individual decision-making and a government that centrally directs economic activity is a specific case of the broader distinction between the Rule of Law and arbitrary government. The former type of rules can be established in advance, serving as instruments for individuals to predict others' behavior and pursue their own ends.	The Rule of Law as an Instrument for Individual Decision Making
Economic planning of the collectivist kind necessarily involves the very opposite of this. The planning authority cannot confine itself to providing opportunities for unknown people to make whatever use of them they like. It cannot tie itself down in advance to general and formal rules which prevent arbitrariness. It must provide for the actual needs of people as they arise and then choose deliberately between them. It must constantly decide questions which cannot be answered by formal principles only, and, in making these decisions, it must set up distinctions of merit between the needs of different people. When the government has to decide how many pigs are to be raised or how many busses are to be run, which coal mines are to operate, or at what prices shoes are to be sold, these decisions cannot be deduced from formal principles or settled for long periods in advance. They depend inevitably on the circumstances of the moment, and, in making such decisions, it will always be necessary to balance one against the other the interests of various persons and groups. In the end somebody’s views will have to decide whose interests are more important; and these views must become part of the law of the land, a new distinction of rank which the coercive apparatus of government imposes upon the people.	Economic planning of the collectivist kind necessitates decisions that cannot be guided by general and formal rules. The planning authority must constantly make choices based on the immediate needs of people, which inevitably involves deciding whose interests are more important. These decisions, influenced by the views of those in power, become part of the law, imposing a new hierarchy on the people.	The Inevitability of Arbitrary Decisions in Economic Planning
The distinction we have just used between formal law or justice and substantive rules is very important and at the same time most difficult to draw precisely in practice. Yet the general principle involved is simple enough. The difference between the two kinds of rules is the same as that between laying down a Rule of the Road, as in the Highway Code, and ordering people where to go; or, better still, between providing signposts and commanding people which road to take. The formal rules tell people in advance what action the state will take in certain types of situation, defined in general terms, without reference to time and place or particular people. They refer to typical situations into which anyone may get and in which the existence of such rules will be useful for a great variety of individual purposes. The knowledge that in such situations the state will act in a definite way, or require people to behave in a certain manner, is provided as a means for people to use in making their own plans. Formal rules are thus merely instrumental in the sense that they are expected to be useful to yet unknown people, for purposes for which these people will decide to use for them, and in circumstances which cannot be foreseen in detail. In fact, that we do not know their concrete effect, that we do not know what particular ends these rules will further, or which particular people they will assist, that they are merely given the form most likely on the whole to benefit all the people affected by them, is the most important criterion of formal rules in the sense in which we here use this term. They do not involve a choice between particular ends or particular people, because we just cannot know beforehand by whom and in what way they will be used.	Formal rules, unlike substantive rules, provide a general framework for action without dictating specific outcomes. They are designed to be useful to unknown individuals for a variety of purposes in unforeseen circumstances. The key characteristic of formal rules is that their concrete effects are unknown; they do not favor specific ends or individuals. They are given a form most likely to benefit all people affected by them, making them instrumental for individuals in making their own plans.	Formal Rules as Instruments for Individual Planning
In our age, with its passion for conscious control of everything, it may appear paradoxical to claim as a virtue that under one system we shall know less about the particular effect of the measures the state takes than would be true under most other systems and that a method of social control should be deemed superior because of our ignorance of its precise results. Yet this consideration is in fact the rationale of the great liberal principle of the Rule of Law. And the apparent paradox dissolves rapidly when we follow the argument a little further.	The Rule of Law, a key liberal principle, may seem paradoxical as it advocates for less precise knowledge of state actions' effects. However, this allows for individual freedom within a stable legal framework.	The Paradox of the Rule of Law
This argument is twofold; the first is economic and can here only briefly be stated. The state should confine itself to establishing rules applying to general types of situations and should allow the individuals freedom in everything which depends on the circumstances of time and place, because only the individuals concerned in each instance can fully know these circumstances and adapt their actions to them. If the individuals are to be able to use their knowledge effectively in making plans, they must be able to predict actions of the state which may affect these plans. But if the actions of the state are to be predictable, they must be determined by rules fixed independently of the concrete circumstances which can be neither foreseen nor taken into account beforehand: and the particular effects of such actions will be unpredictable. If, on the other hand, the state were to direct the individual’s actions so as to achieve particular ends, its action would have to be decided on the basis of the full circumstances of the moment and would therefore be unpredictable. Hence the familiar fact that the more the state “plans,” the more difficult planning becomes for the individual.	The state should establish general rules, allowing individuals to adapt to specific circumstances. This predictability enables effective individual planning. Conversely, if the state directs actions towards specific ends, its actions become unpredictable, making individual planning more difficult.	The Economic Argument for Rule of Law
The second, moral or political, argument is even more directly relevant to the point under discussion. If the state is precisely to foresee the incidence of its actions, it means that it can leave those affected no choice. Wherever the state can exactly foresee the effects on particular people of alternative courses of action, it is also the state which chooses between the different ends. If we want to create new opportunities open to all, to offer chances of which people can make what use they like, the precise results cannot be foreseen. General rules, genuine laws as distinguished from specific orders, must therefore be intended to operate in circumstances which cannot be foreseen in detail, and, therefore, their effect on particular ends or particular people cannot be known beforehand. It is in this sense alone that it is at all possible for the legislator to be impartial. To be impartial means to have no answer to certain questions—to the kind of questions which, if we have to decide them, we decide by tossing a coin. In a world where everything was precisely foreseen, the state could hardly do anything and remain impartial.	If the state can predict the effects of its actions, it leaves no choice for those affected. General rules, or genuine laws, must operate in unforeseen circumstances, and their effects cannot be known in advance. This is the only way the legislator can be impartial. In a world where everything is precisely foreseen, the state's impartiality would be compromised.	The Moral Argument for Rule of Law
Where the precise effects of government policy on particular people are known, where the government aims directly at such particular effects, it cannot help knowing these effects, and therefore it cannot be impartial. It must, of necessity, take sides, impose its valuations upon people and, instead of assisting them in the advancement of their own ends, choose the ends for them. As soon as the particular effects are foreseen at the time a law is made, it ceases to be a mere instrument to be used by the people and becomes instead an instrument used by the lawgiver upon the people and for his ends. The state ceases to be a piece of utilitarian machinery intended to help individuals in the fullest development of their individual personality and becomes a “moral” institution— where “moral” is not used in contrast to immoral but describes an institution which imposes on its members its views on all moral questions, whether these views be moral or highly immoral. In this sense the Nazi or any other collectivist state is “moral,” while the liberal state is not.	When the government can predict the specific effects of its policies on individuals, it inevitably takes sides and imposes its values on people. Instead of aiding individuals in pursuing their own ends, it chooses the ends for them. This transforms the state from a utilitarian tool into a moral institution that imposes its views on all moral questions, whether these views are moral or immoral.	Impartiality and the Effects of Government Policy
Perhaps it will be said that all this raises no serious problem because in the kind of questions which the economic planner would have to decide he need not and should not be guided by his individual prejudices but could rely on the general conviction of what is fair and reasonable. This contention usually receives support from those who have experience of planning in a particular industry and who find that there is no insuperable difficulty about arriving at a decision which all those immediately interested will accept as fair. The reason why this experience proves nothing is, of course, the selection of the “interests” concerned when planning is confined to a particular industry. Those most immediately interested in a particular issue are not necessarily the best judges of the interests of society as a whole. To take only the most characteristic case: when capital and labor in an industry agree on some policy of restriction and thus exploit the consumers, there is usually no difficulty about the division of the spoils in proportion to former earnings or on some similar principle. The loss which is divided between thousands or millions is usually either simply disregarded or quite inadequately considered. If we want to test the usefulness of the principle of “fairness” in deciding the kind of issues which arise in economic planning, we must apply it to some question where the gains and the losses are seen equally clearly. In such instances it is readily recognized that no general principle such as fairness can provide an answer. When we have to choose between higher wages for nurses or doctors and more extensive services for the sick, more milk for children and better wages for agricultural workers, or between employment for the unemployed or better wages for those already employed, nothing short of a complete system of values in which every want of every person or group has a definite place is necessary to provide an answer.	The belief that economic planning can be guided by a general sense of fairness is flawed. Those most immediately interested in a particular issue, such as an industry, are not necessarily the best judges of society's overall interests. When choices have to be made between competing needs, such as higher wages for certain professions or more extensive services for the public, a complete system of values is required to provide an answer. This system must account for every want of every person or group, which is an impossible task.	The Illusion of Fairness in Economic Planning
In fact, as planning becomes more and more extensive, it becomes regularly necessary to qualify legal provisions increasingly by reference to what is “fair” or “reasonable”; this means that it becomes necessary to leave the decision of the concrete case more and more to the discretion of the judge or authority in question. One could write a history of the decline of the Rule of Law, the disappearance of the Rechtsstaat, in terms of the progressive introduction of these vague formulas into legislation and jurisdiction, and of the increasing arbitrariness and uncertainty of, and the consequent disrespect for, the law and the judicature, which in these circumstances could not but become an instrument of policy. It is important to point out once more in this connection that this process of the decline of the Rule of Law had been going on steadily in Germany for some time before Hitler came into power and that a policy well advanced toward totalitarian planning had already done a great deal of the work which Hitler completed.	As planning becomes more extensive, legal provisions increasingly rely on subjective terms like "fair" or "reasonable". This leads to more decisions being left to the discretion of the judge or authority, resulting in a decline of the Rule of Law. This process, which was already underway in Germany before Hitler's rise to power, contributes to the rise of totalitarian planning and the erosion of respect for law and judiciary.	Decline of the Rule of Law and Rise of Discretion
There can be no doubt that planning necessarily involves deliberate discrimination between particular needs of different people, and allowing one man to do what another must be prevented from doing. It must lay down by a legal rule how well off particular people shall be and what different people are to be allowed to have and do. It means in effect a return to the rule of status, a reversal of the “movement of progressive societies” which, in the famous phrase of Sir Henry Maine, “has hitherto been a movement from status to contract.” Indeed, the Rule of Law, more than the rule of contract, should probably be regarded as the true opposite of the rule of status. It is the Rule of Law, in the sense of the rule of formal law, the absence of legal privileges of particular people designated by authority, which safeguards that equality before the law which is the opposite of arbitrary government.	 Planning inherently discriminates between individuals' needs, dictating what they can do and have. This signifies a return to the rule of status, reversing societal progression from status to contract. The Rule of Law ensures equality before the law, contrasting with arbitrary government.	Planning and the Return to Rule of Status
A necessary, and only apparently paradoxical, result of this is that formal equality before the law is in conflict, and in fact incompatible, with any activity of the government deliberately aiming at material or substantive equality of different people, and that any policy aiming directly at a substantive ideal of distributive justice must lead to the destruction of the Rule of Law. To produce the same result for different people, it is necessary to treat them differently. To give different people the same objective opportunities is not to give them the same subjective chance. It cannot be denied that the Rule of Law produces economic inequality—all that can be claimed for it is that this inequality is not designed to affect particular people in a particular way. It is very significant and characteristic that socialists (and Nazis) have always protested against “merely” formal justice, that they have always objected to a law which had no views on how well off particular people ought to be, and that they have always demanded a “socialization of the law,” attacked the independence of judges, and at the same time given their support to all such movements as the Freirechtsschule which undermined the Rule of Law.	Formal equality before the law conflicts with government actions aiming at material or substantive equality. Policies targeting distributive justice directly can lead to the destruction of the Rule of Law. The Rule of Law may produce economic inequality, but this inequality isn't designed to affect specific individuals in a particular way. Socialists and Nazis have historically protested against this formal justice, demanding a "socialization of the law" and undermining the Rule of Law.	Formal Equality and Substantive Equality
It may even be said that for the Rule of Law to be effective it is more important that there should be a rule applied always without exceptions than what this rule is. Often the content of the rule is indeed of minor importance, provided the same rule is universally enforced. To revert to a former example: it does not matter whether we all drive on the left- or on the right-hand side of the road so long as we all do the same. The important thing is that the rule enables us to predict other people’s behavior correctly, and this requires that it should apply to all cases—even if in a particular instance we feel it to be unjust.	The effectiveness of the Rule of Law relies on consistent application of rules, rather than the rules themselves. This uniformity allows for predictable behaviors, even if the rule seems unjust in certain cases.	Consistency in Rule Application
The conflict between formal justice and formal equality before the law, on the one hand, and the attempts to realize various ideals of substantive justice and equality, on the other, also accounts for the widespread confusion about the concept of “privilege” and its consequent abuse. To mention only the most important instance of this abuse—the application of the term “privilege” to property as such. It would indeed be privilege if, for example, as has sometimes been the case in the past, landed property were reserved to members of the nobility. And it is privilege if, as is true in our time, the right to produce or sell particular things is reserved to particular people designated by authority. But to call private property as such, which all can acquire under the same rules, a privilege, because only some succeed in acquiring it, is depriving the word “privilege” of its meaning.	The term "privilege" is often misused, particularly when applied to private property. While it would be a privilege if certain types of property were reserved for specific groups, calling private property a privilege simply because not everyone can acquire it, misrepresents the concept.	Misunderstanding of 'Privilege'
The unpredictability of the particular effects, which is the distinguishing characteristic of the formal laws of a liberal system, is also important because it helps us to clear up another confusion about the nature of this system: the belief that its characteristic attitude is inaction of the state. The question whether the state should or should not “act” or “interfere” poses an altogether false alternative, and the term “laissez faire” is a highly ambiguous and misleading description of the principles on which a liberal policy is based. Of course, every state must act and every action of the state interferes with something or other. But that is not the point. The important question is whether the individual can foresee the action of the state and make use of this knowledge as a datum in forming his own plans, with the result that the state cannot control the use made of its machinery and that the individual knows precisely how far he will be protected against interference from others, or whether the state is in a position to frustrate individual efforts. The state controlling weights and measures (or preventing fraud and deception in any other way) is certainly acting, while the state permitting the use of violence, for example, by strike pickets, is inactive. Yet it is in the first case that the state observes liberal principles and in the second that it does not. Similarly with respect to most of the general and permanent rules which the state may establish with regard to production, such as building regulations or factory laws: these may be wise or unwise in the particular instance, but they do not conflict with liberal principles so long as they are intended to be permanent and are not used to favor or harm particular people. It is true that in these instances there will, apart from the long-run effects which cannot be predicted, also be short-run effects on particular people which may be clearly known. But with this kind of laws the short-run effects are in general not (or at least ought not to be) the guiding consideration. As these immediate and predictable effects become more important compared with the long-run effects, we approach the border line where the distinction, however clear in principle, becomes blurred in practice.	The term "laissez faire" is often misinterpreted as state inaction, which is not accurate. The state must act, but the key is whether its actions are predictable and allow individuals to plan accordingly. The state can act in line with liberal principles, for instance, by controlling weights and measures or preventing fraud. The issue arises when the state's actions become unpredictable or are used to favor or harm specific individuals.	Misinterpretation of 'Laissez Faire'
The Rule of Law was consciously evolved only during the liberal age and is one of its greatest achievements, not only as a safeguard but as the legal embodiment of freedom. As Immanuel Kant put it (and Voltaire expressed it before him in very much the same terms), “Man is free if he needs to obey no person but solely the laws.”6 As a vague ideal it has, however, existed at least since Roman times, and during the last few centuries it has never been so seriously threatened as it is today. The idea that there is no limit to the powers of the legislator is in part a result of popular sovereignty and democratic government. It has been strengthened by the belief that, so long as all actions of the state are duly authorized by legislation, the Rule of Law will be preserved. But this is completely to misconceive the meaning of the Rule of Law. This rule has little to do with the question whether all actions of government are legal in the juridical sense. They may well be and yet not conform to the Rule of Law. The fact that someone has full legal authority to act in the way he does gives no answer to the question whether the law gives him power to act arbitrarily or whether the law prescribes unequivocally how he has to act. It may well be that Hitler has obtained his unlimited powers in a strictly constitutional manner and that whatever he does is therefore legal in the juridical sense. But who would suggest for that reason that the Rule of Law still prevails in Germany?	The Rule of Law, a major achievement of the liberal age, is under threat today. The idea that there's no limit to legislative power, stemming from popular sovereignty and democratic government, has led to a misunderstanding of the Rule of Law. The Rule of Law is not about whether all government actions are legally authorized, but whether the law allows for arbitrary action or prescribes clear rules of action. Even if a leader obtains unlimited powers in a constitutional manner, it doesn't mean the Rule of Law prevails if those powers are used arbitrarily.	Misconceptions about the Rule of Law
To say that in a planned society the Rule of Law cannot hold is, therefore, not to say that the actions of the government will not be legal or that such a society will necessarily be lawless. It means only that the use of the government’s coercive powers will no longer be limited and determined by pre-established rules. The law can, and to make a central direction of economic activity possible must, legalize what to all intents and purposes remains arbitrary action. If the law says that such a board or authority may do what it pleases, anything that board or authority does is legal—but its actions are certainly not subject to the Rule of Law. By giving the government unlimited powers, the most arbitrary rule can be made legal; and in this way a democracy may set up the most complete despotism imaginable.	In planned societies, government actions may be legal but not subject to the Rule of Law. This is because the government's powers aren't limited by pre-established rules, enabling arbitrary actions. This can lead to a form of despotism within a democracy.	Legalization of Arbitrary Action in a Planned Society
If, however, the law is to enable authorities to direct economic life, it must give them powers to make and enforce decisions in circumstances which cannot be foreseen and on principles which cannot be stated in generic form. The consequence is that, as planning extends, the delegation of legislative powers to diverse boards and authorities becomes increasingly common. When before the last war, in a case to which the late Lord Hewart has recently drawn attention, Mr. Justice Darling said that “Parliament had enacted only last year that the Board of Agriculture in acting as they did should be no more impeachable than Parliament itself,” this was still a rare thing. It has since become an almost daily occurrence. Constantly the broadest powers are conferred on new authorities which, without being bound by fixed rules, have almost unlimited discretion in regulating this or that activity of the people.	As economic planning extends, legislative powers are increasingly delegated to various boards and authorities. These entities are given broad powers and discretion to regulate activities without being bound by fixed rules, which can lead to unpredictability and potential misuse of power.	Unforeseen Circumstances and Delegation of Powers
The Rule of Law thus implies limits to the scope of legislation: it restricts it to the kind of general rules known as formal law and excludes legislation either directly aimed at particular people or at enabling anybody to use the coercive power of the state for the purpose of such discrimination. It means, not that everything is regulated by law, but, on the contrary, that the coercive power of the state can be used only in cases defined in advance by the law and in such a way that it can be foreseen how it will be used. A particular enactment can thus infringe the Rule of Law. Anyone ready to deny this would have to contend that whether the Rule of Law prevails today in Germany, Italy, or Russia depends on whether the dictators have obtained their absolute power by constitutional means.	The Rule of Law restricts legislation to general rules and prohibits targeting specific individuals. It ensures predictability in the state's use of power. A specific law can violate the Rule of Law, as seen in dictatorships where power is obtained constitutionally.	Limits of Legislation and the Rule of Law
Whether, as in some countries, the main applications of the Rule of Law are laid down in a bill of rights or in a constitutional code, or whether the principle is merely a firmly established tradition, matters comparatively little. But it will readily be seen that, whatever form it takes, any such recognized limitations of the powers of legislation imply the recognition of the inalienable right of the individual, inviolable rights of man.	The Rule of Law, whether codified in a constitution or established as a tradition, recognizes and protects the inalienable rights of individuals, limiting the powers of legislation.	Inviolable Individual Rights and the Rule of Law
It is pathetic but characteristic of the muddle into which many of our intellectuals have been led by the conflicting ideals in which they believe that a leading advocate of the most comprehensive central planning like H. G. Wells should at the same time write an ardent defense of the rights of man. The individual rights which Mr. Wells hopes to preserve would inevitably obstruct the planning which he desires. To some extent he seems to realize the dilemma, and we find therefore the provisions of his proposed “Declaration of the Rights of Man” so hedged about with qualifications that they lose all significance. While, for instance, his declaration proclaims that every man “shall have the right to buy and sell without any discriminatory restrictions anything which may be lawfully bought and sold,” which is admirable, he immediately proceeds to make the whole provision nugatory by adding that it applies only to buying and selling “in such quantities and with such reservations as are compatible with the common welfare.” But since, of course, all restrictions ever imposed upon buying or selling anything are supposed to be necessary in the interest of the “common welfare,” there is really no restriction which this clause effectively prevents and no right of the individual that is safeguarded by it.	The conflict between the ideals of individual rights and central planning is highlighted by H.G. Wells' advocacy for both. While he supports a declaration of individual rights, he also includes qualifications that essentially negate these rights in the name of the "common welfare," demonstrating the inherent tension between these two principles.	The Conflict between Individual Rights and Central Planning
Or, to take another basic clause, the declaration states that every man “may engage in any lawful occupation” and that “he is entitled to paid employment and to a free choice whenever there is any variety of employment open to him.” It is not stated, however, who is to decide whether a particular employment is “open” to a particular person, and the added provision that “he may suggest employment for himself and have his claim publicly considered, accepted or dismissed,” shows that Mr. Wells is thinking in terms of an authority which decides whether a man is “entitled” to a particular position—which certainly means the opposite of free choice of occupation. And how in a planned world “freedom of travel and migration” is to be secured when not only the means of communication and currencies are controlled but also the location of industries planned, or how the freedom of the press is to be safeguarded when the supply of paper and all the channels of distribution are controlled by the planning authority, are questions to which Mr. Wells provides as little answer as any other planner.	The notion of freedom in a planned society is paradoxical. For instance, in a planned world, it's unclear how "freedom of travel and migration" or "freedom of the press" can be secured when the means of communication, currencies, location of industries, and distribution channels are all controlled by the planning authority. This highlights the inherent conflict between individual freedoms and central planning.	The Paradox of Freedom in a Planned Society
In this respect much more consistency is shown by the more numerous reformers who, ever since the beginning of the socialist movement, have attacked the “metaphysical” idea of individual rights and insisted that in a rationally ordered world there will be no individual rights but only individual duties. This, indeed, has become the much more common attitude of our so-called “progressives,” and few things are more certain to expose one to the reproach of being a reactionary than if one protests against a measure on the grounds that it is a violation of the rights of the individual. Even a liberal paper like the Economist was a few years ago holding up to us the example of the French, of all people, who had learned the lesson that “democratic government no less than dictatorship must always [sic] have plenary powers in posse, without sacrificing their democratic and representative character. There is no restrictive penumbra of individual rights that can never be touched by government in administrative matters whatever the circumstances. There is no limit to the power of ruling which can and should be taken by a government freely chosen by the people and can be fully and openly criticised by an opposition.”	Reformers in the socialist movement are increasingly replacing individual rights with duties, with anyone opposing this deemed reactionary. Even democratic governments are now being encouraged to wield unrestricted power, suggesting there's no limit to governmental authority.	Dissolution of Individual Rights
This may be inevitable in wartime, when, of course, even free and open criticism is necessarily restricted. But the “always” in the statement quoted does not suggest that the Economist regards it as a regrettable wartime necessity. Yet as a permanent institution this view is certainly incompatible with the preservation of the Rule of Law, and it leads straight to the totalitarian state. It is, however, the view which all those who want the government to direct economic life must hold.	Justifying permanent limitations on individual rights, even during peace, paves the way for totalitarianism and is favored by proponents of government-led economics.	Path to Totalitarianism
How even a formal recognition of individual rights, or of the equal rights of minorities, loses all significance in a state which embarks on a complete control of economic life, has been amply demonstrated by the experience of the various Central European countries. It has been shown there that it is possible to pursue a policy of ruthless discrimination against national minorities by the use of recognized instruments of economic policy without ever infringing the letter of the statutory protection of minority rights. This oppression by means of economic policy was greatly facilitated by the fact that particular industries or activities were largely in the hands of a national minority, so that many a measure aimed ostensibly against an industry or class was in fact aimed at a national minority. But the almost boundless possibilities for a policy of discrimination and oppression provided by such apparently innocuous principles as “government control of the development of industries” have been amply demonstrated to all those desirous of seeing how the political consequences of planning appear in practice.	Experiences from Central European countries demonstrate that individual or minority rights lose value under full economic control by the state. By manipulating economic policy, governments can oppress minorities without violating statutory protections. Government control over industry development opens up possibilities for discrimination and oppression under the guise of economic planning.	Economic Control as Discrimination
 ECONOMIC CONTROL AND TOTALITARIANISM 		
Most planners who have seriously considered the practical aspects of their task have little doubt that a directed economy must be run on more or less dictatorial lines. That the complex system of interrelated activities, if it is to be consciously directed at all, must be directed by a single staff of experts, and that ultimate responsibility and power must rest in the hands of a commander-in-chief whose actions must not be fettered by democratic procedure, is too obvious a consequence of underlying ideas of central planning not to command fairly general assent. The consolation our planners offer us is that this authoritarian direction will apply “only” to economic matters. One of the most prominent economic planners, Stuart Chase, assures us, for instance, that in a planned society “political democracy can remain if it confines itself to all but economic matters.” Such assurances are usually accompanied by the suggestion that, by giving up freedom in what are, or ought to be, the less important aspects of our lives, we shall obtain greater freedom in the pursuit of higher values. On this ground people who abhor the idea of a political dictatorship often clamor for a dictator in the economic field.	Economic planners often accept the need for dictatorial control in a directed economy, asserting this only impacts economic matters. However, this raises the risk of losing freedom and higher values, even leading some to advocate for an economic dictatorship.	Authoritarianism in Economic Planning
